Timestamp,tech_id,Form Factor
05/09/22 2:17 PM,JenniferR,Notebook
05/09/22 2:21 PM,CesarP,Notebook
05/09/22 2:23 PM,JeannetteF,Notebook
05/09/22 2:28 PM,KristianV,Notebook
05/09/22 2:50 PM,JeannetteF,Notebook
05/09/22 3:05 PM,KristianV,Notebook
05/09/22 3:08 PM,JeannetteF,Notebook
05/09/22 3:11 PM,CesarP,Laptop
05/09/22 3:15 PM,KristianV,Notebook
05/09/22 3:17 PM,JenniferR,Notebook
05/09/22 3:18 PM,JeannetteF,Notebook
05/09/22 3:21 PM,CesarP,Laptop
05/09/22 3:23 PM,JeannetteF,Notebook
05/09/22 3:26 PM,JenniferR,Notebook
05/09/22 3:32 PM,KristianV,Notebook
05/09/22 3:41 PM,CesarP,Notebook
05/09/22 3:43 PM,KristianV,Notebook
05/09/22 3:50 PM,JenniferR,Notebook
05/09/22 3:59 PM,CesarP,Notebook
05/09/22 4:21 PM,JenniferR,Notebook
05/09/22 4:23 PM,KristianV,Notebook
05/09/22 4:27 PM,JeannetteF,Notebook
05/09/22 4:33 PM,JeannetteF,Notebook
05/09/22 4:34 PM,JenniferR,Notebook
05/09/22 4:37 PM,CesarP,Laptop
05/09/22 4:38 PM,KristianV,Notebook
05/09/22 4:40 PM,JenniferR,Notebook
05/09/22 4:42 PM,CesarP,Notebook
05/09/22 4:46 PM,JenniferR,Notebook
05/09/22 4:47 PM,CesarP,Notebook
05/09/22 4:56 PM,CesarP,Laptop
05/09/22 4:59 PM,JenniferR,Notebook
05/09/22 5:01 PM,KristianV,Notebook
05/09/22 5:02 PM,CesarP,Laptop
05/09/22 5:05 PM,JenniferR,Notebook
05/10/22 9:46 AM,JeannetteF,Laptop
05/10/22 11:27 AM,JeannetteF,Laptop
05/10/22 2:37 PM,KristianV,Lunch Box
05/10/22 2:48 PM,KristianV,Lunch Box
05/10/22 2:51 PM,KristianV,Notebook
05/11/22 9:28 AM,KristianV,Laptop
05/11/22 9:41 AM,KristianV,Notebook
05/11/22 10:16 AM,KristianV,Notebook
05/11/22 10:24 AM,KristianV,Notebook
05/11/22 10:31 AM,KristianV,Notebook
05/11/22 10:42 AM,KristianV,Laptop
05/11/22 10:54 AM,KristianV,Laptop
05/11/22 11:00 AM,KristianV,Laptop
05/11/22 11:26 AM,JenniferR,Notebook
05/11/22 11:31 AM,JeannetteF,Convertible
05/11/22 11:41 AM,JenniferR,Notebook
05/11/22 11:42 AM,KristianV,Notebook
05/11/22 11:54 AM,KristianV,Notebook
05/11/22 12:05 PM,KristianV,Laptop
05/11/22 12:15 PM,JeannetteF,Notebook
05/11/22 12:17 PM,JenniferR,Convertible
05/11/22 12:21 PM,JenniferR,Laptop
05/11/22 12:23 PM,JenniferR,Laptop
05/11/22 12:54 PM,JenniferR,Notebook
05/11/22 12:58 PM,KristianV,Notebook
